Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,OriginalTimestamp
pralhadpq2.normal.csv,8.331172,1.874159,0.206815,1.192715,2.106888,19.050711,5.867251,4.446613,6.873367,8.669288,1.564891,0.38654,0.740402,0.733454,1.694275,10.418311,2.202649,1.838967,4.157975,10.072495,4.573661,0.836062,0.84269,1.835281,4.015911,5.219483,0.659469,0.500043,0.745653,1.737767,3.242442,0.466243,0.268503,0.783508,1.507215,6.856081,0.707628,0.286732,1.30097,2.385122,12.514043,1.059854,0.34635,1.826354,3.040016,486.869415,69.486488,46.812248,17.668444,7.062414,15.206171,2.189289,0.515267,1.680084,3.608202,51.741253,5.501184,3.435397,2.072797,3.013388,836.796631,129.975037,95.640038,25.183996,9.754299,66.063766,4.703245,4.398241,4.107551,3.325423,1702631175
pralhadpq2.normal.csv,8.317994,1.648648,0.206945,1.29198,2.011546,15.860388,5.161412,3.870178,6.807655,9.128261,1.745055,0.348566,0.856476,0.696177,1.720652,12.666496,2.363819,1.775227,4.268972,10.537874,3.689708,0.697044,0.956044,1.927313,4.229293,5.080157,0.607138,0.464673,0.719908,1.853767,2.694914,0.391646,0.281422,0.756088,1.566374,6.215146,0.630897,0.228591,1.217767,2.466421,11.284301,0.934878,0.258116,1.648118,3.063158,377.698273,50.557159,32.686981,13.375794,5.98264,13.436613,1.721157,0.406821,1.951099,3.825315,42.285625,3.872402,2.418912,1.748713,2.967658,657.531677,93.211304,67.5896,19.806217,8.237431,51.968983,4.25726,3.331285,4.1083,3.184162,1702631175
pralhadpq2.normal.csv,8.773064,1.43297,0.225056,1.385993,1.874342,12.008777,4.199617,3.271668,7.036738,9.859916,2.166127,0.400562,0.985586,0.684717,1.668212,17.168108,2.437216,1.79924,4.817791,10.857113,2.880311,0.563625,1.106952,2.029423,4.291885,4.66408,0.563628,0.438614,0.738249,1.907164,2.151489,0.338924,0.332919,0.774851,1.610858,5.374603,0.536278,0.230195,1.221878,2.495105,9.719597,0.805654,0.235866,1.571396,3.013566,254.220108,31.540554,18.93314,8.96499,4.897267,11.576304,1.227853,0.372508,2.378708,4.115419,31.266344,2.362308,1.482518,1.455506,2.843635,451.666626,58.148697,39.375233,14.66118,6.703963,37.016724,3.940412,2.384103,4.041718,3.024265,1702631175
pralhadpq2.normal.csv,9.858452,1.251566,0.263321,1.451294,1.778224,8.980332,3.227856,2.752168,7.740788,10.8681,2.771558,0.518489,1.100366,0.689554,1.564157,24.372925,2.459682,1.835076,5.800861,11.16737,2.424691,0.466663,1.245078,2.134816,4.258932,4.177444,0.534383,0.412678,0.80553,1.926428,1.801121,0.340412,0.402773,0.839849,1.667693,4.641794,0.440288,0.273048,1.31096,2.516282,8.330798,0.694972,0.267743,1.59377,2.959257,151.75946,17.412851,9.036668,5.563372,4.153079,10.226811,0.779677,0.383676,2.875458,4.527433,22.271406,1.352022,0.853526,1.264296,2.726032,284.640808,33.100281,18.088745,11.064404,5.508811,25.753689,3.620317,1.786268,3.913939,2.922026,1702631176
pralhadpq2.normal.csv,11.359511,1.158869,0.315483,1.477636,1.778187,7.768614,2.561772,2.402108,8.922036,12.02282,3.203839,0.672995,1.162645,0.699887,1.44988,33.464859,2.465303,1.862957,7.051978,11.524299,2.328602,0.406967,1.326604,2.241763,4.188974,3.648256,0.509286,0.388863,0.909395,1.939381,1.65415,0.405823,0.47123,0.935788,1.748512,3.924241,0.354455,0.354372,1.450088,2.557371,7.084466,0.607988,0.346396,1.684551,2.942914,89.009239,9.889901,4.057457,3.618352,3.887802,9.127386,0.456855,0.42664,3.33869,5.028975,16.776342,0.94415,0.583008,1.197932,2.668976,186.597794,20.290541,6.31397,9.256526,4.781982,19.789753,3.233202,1.576244,3.704684,2.921705,1702631176
pralhadpq2.normal.csv,12.813989,1.170207,0.367699,1.46952,1.876043,8.703568,2.438457,2.299081,10.361602,13.148821,3.566124,0.801689,1.155035,0.709782,1.362435,41.779034,2.466081,1.885878,8.304455,11.917367,2.529975,0.365127,1.328176,2.344326,4.122382,3.213939,0.476597,0.388479,1.026093,1.966958,1.687233,0.530655,0.53087,1.037769,1.84603,3.467242,0.282777,0.478024,1.5891,2.620595,6.205176,0.53375,0.465118,1.797972,2.974136,59.276676,7.413041,2.744592,2.866445,4.011173,8.514193,0.306507,0.506894,3.690927,5.520445,14.011934,0.952842,0.5593,1.233453,2.676035,148.815857,16.179628,2.22605,8.543265,4.443163,17.622351,2.819281,1.618222,3.411572,3.016271,1702631176
pralhadpq2.normal.csv,13.561638,1.266353,0.406462,1.441785,2.034784,10.995732,2.895832,2.483537,11.665706,14.057503,3.716704,0.862321,1.084843,0.715138,1.31792,47.146732,2.445808,1.890818,9.280458,12.304135,2.878923,0.328026,1.256671,2.41916,4.076534,2.823078,0.430478,0.436657,1.128748,2.025495,1.786662,0.697001,0.580789,1.121632,1.941465,3.026732,0.244661,0.628651,1.681678,2.690613,5.342827,0.478122,0.604782,1.882887,3.035669,50.319588,7.719023,3.499543,2.86114,4.314507,8.056088,0.382962,0.655625,3.911758,5.885547,12.993522,1.132019,0.657131,1.3314,2.707522,142.061462,17.10763,2.562745,8.265985,4.461233,17.227619,2.487636,1.69854,3.091187,3.161274,1702631176
pralhadpq2.normal.csv,13.060661,1.406027,0.428063,1.410927,2.21069,13.518447,3.765559,2.888968,12.442423,14.624127,3.559742,0.831531,0.982173,0.710625,1.307637,47.497986,2.383631,1.848728,9.787312,12.666607,3.172637,0.292009,1.156282,2.443047,4.058604,2.520955,0.371979,0.542216,1.195885,2.122325,1.86735,0.871935,0.623783,1.173663,2.017273,2.667748,0.262911,0.775139,1.706373,2.746201,4.568421,0.452651,0.737402,1.911536,3.09683,48.949169,10.270084,5.89252,3.556837,4.617225,7.644306,0.74782,0.904536,4.027226,6.046367,12.491714,1.383201,0.825592,1.475601,2.711138,136.576111,23.264862,5.689496,8.757033,5.075922,18.379833,2.435798,1.71364,2.872696,3.304718,1702631176
pralhadpq2.normal.csv,11.432373,1.605515,0.441142,1.397405,2.371184,15.038743,4.809336,3.371312,12.487351,14.851151,3.174091,0.729982,0.889275,0.695492,1.307379,43.407162,2.28639,1.723632,9.770328,13.026438,3.375252,0.263738,1.07821,2.410281,4.073988,2.333328,0.314091,0.689295,1.219731,2.252211,1.899547,1.017964,0.660709,1.19475,2.069206,2.406431,0.351137,0.889205,1.682429,2.775173,3.882881,0.464852,0.844206,1.906631,3.133551,52.860348,16.385864,10.655509,5.235791,4.837906,7.527858,1.410662,1.26238,4.088813,6.001619,12.11633,1.779176,1.111137,1.676933,2.659332,140.17627,38.561783,11.948156,10.86032,6.613493,22.85931,2.826355,1.735001,2.890858,3.412709,1702631176
pralhadpq2.normal.csv,9.506737,1.86643,0.480745,1.419692,2.50459,15.463875,5.755119,3.779253,11.81669,14.852853,2.808286,0.594435,0.834545,0.675777,1.29931,35.497326,2.196538,1.515508,9.319794,13.399271,3.468008,0.254893,1.045897,2.336998,4.125408,2.252099,0.276454,0.842611,1.209194,2.395366,1.875381,1.097591,0.691029,1.197157,2.107829,2.215138,0.492535,0.954884,1.657376,2.779588,3.351412,0.502145,0.919596,1.924309,3.138677,62.162514,26.036377,17.629683,7.843361,4.961565,7.958246,2.275416,1.690802,4.14158,5.834829,11.716443,2.303149,1.52337,1.925586,2.561662,151.575363,64.293922,21.228596,14.793846,9.09279,33.123032,3.621473,1.888623,3.155171,3.477974,1702631176
pralhadpq2.normal.csv,7.967792,2.172299,0.593223,1.4834,2.613647,13.781154,6.402151,4.001739,10.625761,14.737947,2.246346,0.470765,0.821075,0.66561,1.2812,26.773844,2.151528,1.28596,8.60867,13.741139,3.35522,0.272564,1.061345,2.24283,4.21198,2.242935,0.271574,0.963734,1.182401,2.518411,1.777538,1.085913,0.71153,1.196058,2.144325,2.116609,0.645306,0.979313,1.674975,2.768631,3.101099,0.540317,0.980888,2.010818,3.118299,75.842392,37.448589,25.23317,10.788221,5.026912,9.004393,3.132077,2.118362,4.198008,5.667134,11.318707,2.889653,1.99006,2.177157,2.456459,171.597519,96.400902,31.556084,19.717125,12.029933,48.926083,4.603971,2.231182,3.529354,3.518162,1702631176
pralhadpq2.normal.csv,7.445467,2.458802,0.804151,1.574539,2.698468,11.565598,6.662529,4.034086,9.217232,14.495116,1.8875,0.395948,0.830901,0.672038,1.258916,18.9027,2.187747,1.111717,7.791945,13.893675,3.241029,0.322173,1.115602,2.134874,4.317849,2.29966,0.295873,1.020941,1.150818,2.578365,1.672067,0.984178,0.714991,1.194652,2.172161,2.133455,0.762352,0.983035,1.741143,2.743108,3.084361,0.555064,1.05685,2.160838,3.077376,89.606285,47.268948,31.089891,13.150824,5.082428,10.559615,3.74173,2.454573,4.223216,5.581631,10.9815,3.378785,2.37749,2.36028,2.377993,192.403046,126.059807,40.07832,23.986454,14.586544,66.668037,5.509887,2.718559,3.809184,3.556019,1702631177
pralhadpq2.normal.csv,8.186864,2.65339,1.083725,1.668959,2.749355,9.226727,6.52704,3.90348,7.91635,14.009464,1.713252,0.390625,0.834639,0.695153,1.242694,13.638296,2.431019,1.086068,6.965313,13.632527,3.086293,0.405116,1.201072,2.028873,4.416646,2.317189,0.333209,1.000946,1.114765,2.537972,1.598143,0.825036,0.695164,1.181679,2.164088,2.230991,0.816559,0.983714,1.817099,2.691542,3.237567,0.536283,1.163656,2.311801,3.018058,97.864632,51.996628,33.073456,14.075243,5.140791,12.510556,3.990474,2.622329,4.156792,5.578752,10.615033,3.586255,2.543919,2.406909,2.335095,200.55983,143.574432,44.056171,25.911631,15.925872,80.822327,6.056962,3.197585,3.840496,3.604852,1702631177
pralhadpq2.normal.csv,9.437127,2.716605,1.37707,1.748989,2.762198,7.162574,6.07989,3.69246,7.070017,13.242071,1.733882,0.484072,0.82232,0.731722,1.24696,11.174185,3.255977,1.354266,6.302724,12.87419,2.86681,0.525816,1.336609,1.961478,4.501804,2.263848,0.378708,0.918473,1.073052,2.399181,1.514377,0.667348,0.658012,1.148183,2.103683,2.401617,0.815325,0.991547,1.85158,2.616471,3.490789,0.517098,1.293365,2.390952,2.960641,96.722687,49.801746,30.443766,13.204912,5.170875,14.660246,3.885454,2.613352,3.9647,5.610962,9.964437,3.41772,2.435979,2.296191,2.32486,188.670639,142.394882,42.194744,24.630222,15.601801,86.748253,6.160952,3.519337,3.612133,3.669504,1702631177
pralhadpq2.normal.csv,10.550049,2.742221,1.623484,1.7905,2.744436,5.948063,5.447906,3.476197,6.97736,12.30404,1.97845,0.726396,0.812137,0.77755,1.284318,12.169554,5.070697,2.072072,6.040521,11.77026,2.794543,0.732003,1.521831,1.967247,4.591136,2.281312,0.457883,0.806295,1.0251,2.208537,1.621871,0.581491,0.615673,1.093177,2.005402,2.871519,0.838612,0.998086,1.81249,2.546795,4.044387,0.627846,1.395846,2.37449,2.943821,86.880905,41.387913,24.122166,10.87636,5.131632,17.407602,3.638777,2.482374,3.662685,5.62575,9.393481,2.971668,2.079129,2.065985,2.346001,160.738693,122.675095,35.167355,20.505468,13.744682,82.781784,6.012048,3.546466,3.227012,3.743478,1702631177
pralhadpq2.normal.csv,11.310986,3.145415,1.776663,1.792675,2.726427,5.359387,4.791377,3.362191,7.761368,11.459528,2.621057,1.194944,0.893826,0.842226,1.367562,15.982311,8.157257,3.322043,6.391444,10.675058,2.716311,1.051576,1.745091,2.056513,4.724476,2.038346,0.599743,0.705587,0.98325,2.038718,1.643555,0.608846,0.578113,1.039579,1.915393,3.384839,0.964543,0.978023,1.722669,2.534088,4.497315,1.005762,1.421111,2.335488,3.007389,71.651733,29.482296,16.262074,7.955667,5.014602,20.601387,3.567886,2.338573,3.344683,5.605338,8.685598,2.468894,1.58354,1.8054,2.406091,130.268967,91.795097,25.486795,14.951392,10.980371,71.144295,5.844865,3.243766,2.856722,3.81766,1702631177
pralhadpq2.normal.csv,12.095742,5.112536,1.989974,1.788835,2.785121,6.760063,4.24669,3.405588,9.199951,11.040764,4.595849,1.903719,1.189617,0.941399,1.512219,23.755688,12.194124,5.030746,7.365598,9.942561,3.329028,1.420037,1.962207,2.214276,4.930108,2.313704,0.781985,0.650294,0.961692,1.951192,1.920587,0.736536,0.557174,1.02139,1.885497,4.970661,1.184006,0.931243,1.635543,2.618925,5.570945,1.63075,1.360179,2.384764,3.159894,56.497784,17.791227,9.311038,5.435674,4.843704,25.5415,3.745254,2.307393,3.122608,5.548547,8.800123,2.122498,1.103061,1.60741,2.513677,110.95562,59.998138,16.262968,9.673313,8.151304,58.922153,5.990026,2.835733,2.650729,3.880067,1702631177
pralhadpq2.normal.csv,15.29462,10.031982,2.568311,1.830745,3.00366,10.39357,3.943916,3.729899,10.801033,11.299998,8.467853,2.796598,1.765923,1.082861,1.73168,37.247211,16.226627,6.92152,8.673786,9.724071,4.66055,1.776916,2.126392,2.388759,5.193873,2.799994,0.978952,0.660996,0.963797,1.963153,2.156034,0.931164,0.565509,1.057214,1.941659,7.313059,1.481965,0.893668,1.594634,2.80355,7.11746,2.412984,1.255105,2.569958,3.361588,45.901848,9.335316,4.943236,3.968174,4.673573,32.791656,4.124798,2.467562,3.048008,5.483031,9.839578,2.084304,0.777072,1.518049,2.671576,108.277122,35.427662,9.83691,5.928366,6.016902,48.697632,6.639933,2.66175,2.660935,3.932398,1702631177
pralhadpq2.normal.csv,22.137489,18.307751,3.760308,1.997656,3.427141,16.471544,3.933523,4.480985,11.988553,12.264168,14.231078,3.724899,2.547463,1.273107,2.034894,58.102619,19.15148,8.621568,9.838448,9.925512,6.802433,2.051252,2.220667,2.51927,5.473126,4.042185,1.12746,0.741031,0.980034,2.045188,2.823069,1.146904,0.615704,1.146675,2.074406,10.900055,1.816202,0.921005,1.636893,3.064716,9.824731,3.18904,1.171078,2.859967,3.568875,41.094872,5.115211,3.384444,3.597779,4.631892,43.40041,4.573947,2.811079,3.151746,5.496559,12.298038,2.325827,0.664674,1.544742,2.893139,117.12326,21.203255,6.912354,4.147426,5.039685,43.069191,7.86187,2.891458,2.862466,4.028286,1702631177
pralhadpq2.normal.csv,32.927624,28.615223,5.557395,2.370477,4.064991,23.694189,4.227273,5.778247,12.329014,13.664172,21.158411,4.470559,3.320397,1.521561,2.417552,83.5839,20.081274,9.778059,10.447646,10.345578,9.980103,2.197882,2.260912,2.578552,5.750182,5.781054,1.185021,0.874227,0.996664,2.150212,3.78523,1.350554,0.725363,1.275698,2.255547,15.031195,2.150088,1.066679,1.805757,3.388505,13.513328,3.791303,1.185196,3.189781,3.800104,41.27742,4.014018,3.639312,3.909211,4.932345,56.114517,4.891541,3.260075,3.498804,5.746314,15.700091,2.63863,0.743501,1.687975,3.215017,127.892914,15.175311,6.65846,4.030177,5.34605,41.82851,9.226125,3.488833,3.213981,4.289178,1702631178
pralhadpq2.normal.csv,45.654171,38.142265,7.541458,2.97348,4.864404,29.958494,4.75354,7.496023,11.753297,15.028288,27.11557,4.871858,3.827241,1.824588,2.844146,108.469124,18.825573,10.215689,10.365381,10.766371,13.439484,2.174338,2.274985,2.58571,6.039622,7.760923,1.132208,1.025894,1.009211,2.237002,5.095551,1.485498,0.882381,1.424602,2.446087,18.768049,2.43392,1.340472,2.132126,3.762504,17.736954,4.102941,1.347696,3.498578,4.11265,43.110706,4.153202,4.47135,4.392064,5.747698,68.492317,4.910098,3.715529,4.178109,6.35247,19.03524,2.786774,0.97436,1.951743,3.656674,131.126038,12.940219,7.624181,4.952823,6.745183,41.603737,10.234297,4.207354,3.683625,4.820995,1702631178
pralhadpq2.normal.csv,55.977402,43.772766,9.169318,3.712035,5.687323,33.587536,5.332973,9.207751,10.48124,15.827297,30.194664,4.861574,3.885501,2.142773,3.24175,124.186729,15.871267,9.97002,9.710007,10.997909,16.422976,1.994133,2.288591,2.569097,6.359935,9.397741,0.98689,1.157542,1.015799,2.279694,6.343099,1.505232,1.066126,1.568547,2.601585,21.08243,2.6134,1.705618,2.588084,4.141774,21.522684,4.081757,1.665371,3.734183,4.52108,44.897999,4.435841,5.373305,4.761106,7.034835,76.984619,4.62609,4.125998,5.181139,7.270186,21.289179,2.643715,1.334748,2.311796,4.167642,123.899399,11.88665,8.516341,6.378782,8.815718,41.937817,10.412111,4.76022,4.220905,5.604464,1702631178
pralhadpq2.normal.csv,60.567196,43.498905,9.923584,4.37709,6.332023,33.299927,5.748396,10.330913,8.92723,15.700451,29.451715,4.445456,3.473857,2.397589,3.516077,125.804268,12.219383,9.257906,8.767292,10.924159,18.153912,1.736634,2.299355,2.539109,6.69771,10.201475,0.793685,1.230799,1.01357,2.267076,7.228343,1.406413,1.238492,1.672334,2.682077,21.215452,2.656355,2.075056,3.063952,4.439052,23.866064,3.813248,2.082862,3.852253,4.953368,47.891685,4.938659,6.437647,4.955354,8.487203,78.695786,4.161087,4.461997,6.298766,8.265302,21.760489,2.271434,1.789241,2.688134,4.622777,114.644287,11.717319,8.766312,7.852024,10.96114,42.211353,9.556894,4.986928,4.706635,6.46229,1702631178
pralhadpq2.normal.csv,56.77018,37.439045,9.601358,4.735139,6.619013,29.083689,5.815748,10.432446,7.471376,14.622404,25.030113,3.738703,2.758402,2.50063,3.59155,112.408844,8.927836,8.38715,7.769403,10.479208,18.124889,1.47129,2.280103,2.470016,6.985737,9.963949,0.601101,1.225115,0.996536,2.195686,7.471437,1.219445,1.355249,1.693529,2.66059,19.293074,2.56319,2.348336,3.39934,4.554431,24.188566,3.431293,2.500816,3.812411,5.268919,51.126747,5.884651,7.606498,4.929486,9.660727,72.649864,3.607934,4.704562,7.175301,9.019414,20.207827,1.810774,2.274439,2.951699,4.873675,109.287964,12.394035,8.334325,8.922623,12.519024,40.420361,7.829968,4.830923,4.96645,7.138955,1702631178
pralhadpq2.normal.csv,45.976902,27.699665,8.34679,4.63292,6.530457,22.634565,5.448745,9.439972,6.309129,12.921657,18.79458,2.944592,1.996558,2.403409,3.471983,88.025681,6.488117,7.613303,6.757425,9.719215,16.487984,1.251249,2.192442,2.32284,7.146563,8.810705,0.464577,1.1482,0.953904,2.083997,7.080259,0.996719,1.388503,1.604192,2.553384,16.044573,2.381774,2.460157,3.454277,4.466333,22.517294,3.074322,2.811419,3.579731,5.371234,56.129677,7.351202,8.687467,4.672816,10.221867,60.681347,3.123066,4.848053,7.479114,9.357912,17.235912,1.433399,2.697901,2.985174,4.854011,117.096153,13.506702,7.517239,9.291518,13.077991,38.507519,5.780771,4.407444,4.879421,7.491508,1702631178
pralhadpq2.normal.csv,32.044109,17.367022,6.604684,4.089744,6.261393,15.796894,4.688144,7.629603,5.430912,11.149835,13.287867,2.246821,1.417519,2.119497,3.261346,61.22197,4.974889,7.039231,5.654721,8.89498,13.540677,1.089392,2.011047,2.078176,7.147239,7.083543,0.410032,1.022161,0.874805,1.984145,6.172102,0.79849,1.337935,1.405149,2.439695,12.508443,2.199341,2.415326,3.17673,4.289921,19.327139,2.860298,2.952876,3.154492,5.310081,60.701519,9.158174,9.371632,4.212748,10.162107,46.268345,2.858638,4.885641,7.03959,9.387267,13.927029,1.250584,2.970404,2.739564,4.656014,134.924271,14.371133,6.739918,8.882175,12.682024,34.883514,3.949825,3.870231,4.431027,7.611004,1702631178
pralhadpq2.normal.csv,18.868607,9.130438,4.890412,3.297364,6.122234,10.7696,3.733927,5.588821,4.736232,9.860469,9.84672,1.764943,1.117451,1.72783,3.121896,37.253448,4.067799,6.606544,4.417527,8.374125,10.146731,0.96093,1.74804,1.766671,7.016731,5.224189,0.414959,0.881665,0.763097,1.96358,5.081328,0.656903,1.227855,1.134483,2.433754,9.619769,2.071268,2.271447,2.640165,4.234914,15.743648,2.784737,2.913031,2.598579,5.270364,65.263504,10.870864,9.414785,3.623283,9.79947,33.331676,2.806874,4.790253,5.961167,9.457077,11.348779,1.248907,3.029078,2.271282,4.50575,159.202377,14.376015,6.292001,7.893299,11.81319,29.636711,2.67562,3.337407,3.75397,7.77394,1702631178
pralhadpq2.normal.csv,10.050709,4.189279,3.561188,2.53206,6.376714,7.585111,2.835294,3.93814,4.148142,9.384543,8.668994,1.506061,1.042931,1.346744,3.191645,21.591831,3.425494,6.209654,3.196374,8.506553,7.010159,0.843307,1.443607,1.49051,6.830546,3.714553,0.434202,0.756629,0.644041,2.068868,4.100501,0.573883,1.091146,0.860224,2.627897,7.641089,1.999973,2.092025,2.022934,4.499658,12.550651,2.756854,2.717408,2.036414,5.481019,66.834152,12.004294,8.668863,3.036404,9.610922,24.842764,2.891932,4.532201,4.606065,9.998055,9.888025,1.33191,2.855254,1.729858,4.649981,176.963715,13.276663,6.274496,6.73654,11.195881,24.994503,1.970198,2.870861,3.087382,8.301363,1702631179
pralhadpq2.normal.csv,7.535611,2.201642,2.711183,2.004912,7.102809,7.067163,2.177474,3.091211,3.675337,9.720168,9.20001,1.434771,1.050561,1.073462,3.51081,13.487816,2.837697,5.798473,2.304441,9.425213,4.461427,0.726079,1.158651,1.35913,6.670573,2.663887,0.436105,0.671246,0.551229,2.293956,3.425152,0.524585,0.961319,0.649446,3.03509,6.599179,1.949193,1.934177,1.523532,5.148903,10.58793,2.719786,2.467656,1.619748,6.085123,66.599457,12.148253,7.265527,2.616071,9.985483,21.816551,2.982439,4.114413,3.401983,11.271337,9.734224,1.378787,2.494636,1.282087,5.211125,185.217621,11.215193,6.561465,5.813896,11.453167,21.136749,1.679931,2.457036,2.640642,9.378963,1702631179
pralhadpq2.normal.csv,10.894837,1.896785,2.224615,1.76584,8.144218,8.337708,1.817454,3.019837,3.321899,10.625108,10.529376,1.556634,1.032226,0.947212,3.996004,14.02128,2.401669,5.401016,1.938639,10.912482,3.031831,0.62631,0.974116,1.405352,6.570892,2.139273,0.423476,0.629165,0.507311,2.568937,3.03301,0.48597,0.850528,0.537354,3.560545,6.069816,1.896388,1.806514,1.266415,6.053306,9.663027,2.685447,2.260293,1.45551,7.03712,60.68528,11.161636,5.528701,2.471318,11.010195,23.867416,3.033121,3.590185,2.652588,13.169056,9.712523,1.342455,2.02891,1.029456,6.091314,184.451416,8.825142,6.871213,5.291698,12.809648,21.043804,1.612201,2.089403,2.482255,10.932441,1702631179
pralhadpq2.normal.csv,19.660629,2.161638,1.89334,1.733338,9.219736,11.653488,1.673577,3.374085,3.055212,11.794849,11.640201,1.877058,0.973337,0.956449,4.502672,18.10746,2.292454,5.022031,2.125664,12.526617,2.04719,0.568322,0.956106,1.581074,6.538167,1.924617,0.418047,0.633343,0.515668,2.797914,2.724285,0.452518,0.758083,0.523449,4.053708,5.702428,1.856232,1.697731,1.261058,6.970475,9.513434,2.708018,2.162741,1.554082,8.134671,53.519947,9.338767,3.89006,2.595481,12.43196,27.702206,3.030775,3.063912,2.442128,15.270034,9.563404,1.272403,1.559823,0.985204,7.032232,185.68576,6.723816,6.884506,5.119251,15.021119,23.869272,1.69734,1.768586,2.562443,12.674754,1702631179
pralhadpq2.normal.csv,29.887283,2.616062,1.620749,1.7991,10.142431,16.787886,1.671115,3.742625,2.871536,12.963475,13.299959,2.381279,0.923201,1.077172,4.937819,26.933636,2.571234,4.685636,2.76043,13.928675,1.691838,0.603491,1.12817,1.795937,6.639808,1.763477,0.438202,0.673983,0.568682,2.935166,2.371925,0.438943,0.672427,0.584401,4.417496,5.487995,1.851167,1.588455,1.432986,7.73519,9.529896,2.820033,2.175997,1.838563,9.187578,43.208477,7.316684,2.659039,2.877997,13.861647,31.455433,3.095827,2.671652,2.698602,17.174559,8.660888,1.283302,1.175791,1.104341,7.813904,190.103226,5.305488,6.549407,5.237187,17.595541,28.548071,2.001981,1.585629,2.797504,14.333835,1702631179
pralhadpq2.normal.csv,40.581608,3.183919,1.451801,1.923998,10.946116,22.423347,1.785478,3.938229,2.813861,13.890623,14.097521,3.015386,0.925757,1.280438,5.31828,35.600872,3.224267,4.377579,3.671292,15.09563,1.545819,0.782637,1.456483,1.988832,7.046178,3.574054,0.950524,0.997287,0.777234,3.060212,2.054989,0.461674,0.598442,0.69788,4.675901,5.341209,1.892601,1.498402,1.701,8.382672,9.583547,3.015513,2.26027,2.216732,10.157029,32.967415,5.618958,1.936112,3.153504,15.069121,32.130524,3.28248,2.517884,3.282349,18.794376,7.389035,1.431306,0.924739,1.334836,8.411025,197.630646,4.637753,6.003739,5.611461,20.117388,31.210375,2.451274,1.554262,3.123261,15.868528,1702631179
pralhadpq2.normal.csv,46.265556,3.713114,1.473827,2.132373,11.84806,27.01882,2.014139,3.974689,2.97315,14.397328,15.099055,3.644572,1.004196,1.537964,5.748772,44.116264,4.266312,4.156547,4.666826,16.297592,1.753708,1.145993,1.859128,2.160382,7.950834,13.530249,4.122601,2.594978,1.52269,3.421814,1.860222,0.538015,0.555656,0.855746,4.958869,5.728209,1.986086,1.45743,2.025622,9.115746,9.6926,3.248664,2.374879,2.642212,11.164707,23.247351,4.601648,1.648944,3.295858,16.131372,29.491606,3.627958,2.704632,4.062132,20.374399,6.075973,1.708715,0.824882,1.647108,8.998786,204.935654,4.52423,5.51713,6.186982,22.402029,33.787361,3.051619,1.735114,3.517417,17.471741,1702631179
pralhadpq2.normal.csv,46.525826,4.076263,1.717986,2.438751,13.047873,29.626648,2.352785,3.986269,3.42608,14.446538,14.773135,4.087132,1.143085,1.805186,6.331864,50.111534,5.638584,4.042464,5.536699,17.827629,2.737004,1.740816,2.221815,2.343573,9.41,40.737644,12.668493,6.597181,3.221715,4.280144,2.118839,0.698674,0.567814,1.044179,5.398561,6.686251,2.15633,1.488351,2.377031,10.124696,10.212233,3.527666,2.486835,3.086371,12.345452,18.129374,4.969437,1.814843,3.342647,17.315458,26.067266,4.174746,3.223678,4.892739,22.229071,5.683009,2.081546,0.871626,2.004707,9.796038,207.715698,6.529701,5.804073,6.949741,24.400034,33.639847,3.805482,2.097133,3.938368,19.343958,1702631179
